Jometry Game Id,Jarchive Game Id,Season,Game In Season,Date,Podium,Contestant,Jometry Contestant Id,JAtt,JBuz,JCor,JInc,JDD,JFinal$,DJAtt,DJBuz,DJCor,DJInc,DJDD1,DJDD2,DJFinal$,FJCor,FJWager,FJFinal$
1697,7880,39,166,05/01/2023,2,Maryhelen Shuman-Groh,5090,18,8,6,2,,1800,15,9,8,2,,3600,9800,0,6000,3800
1697,7880,39,166,05/01/2023,3,Cyrus Zhou,5091,20,12,11,1,,6400,10,4,2,2,,,7600,0,7600,0
1698,7885,39,167,05/02/2023,1,Kevin Belle,5088,14,7,7,0,,3600,17,13,13,1,,-2000,14400,1,4000,18400
1698,7885,39,167,05/02/2023,2,Paul Guelpa,5093,25,14,12,3,-2000,4600,13,6,6,0,,,10200,0,4202,5998
1698,7885,39,167,05/02/2023,3,Amanda Hendrickson,5094,18,10,6,4,,-1200,20,6,5,2,2000,,2400,1,15,2415
1699,7894,39,168,05/03/2023,1,Kevin Belle,5088,18,9,9,0,,4000,11,7,6,1,,,6000,0,5000,1000
1699,7894,39,168,05/03/2023,2,Dan Czekalski,5096,16,5,4,1,,1200,15,7,7,1,3500,,12300,1,12000,24300
1699,7894,39,168,05/03/2023,3,Hannah Wilson,5097,18,13,14,0,2000,10200,16,9,10,0,,3000,22800,1,3000,25800
1700,7901,39,169,05/04/2023,1,Hannah Wilson,5097,22,16,17,0,3000,13000,22,17,16,3,5000,6000,35200,1,10000,45200
1700,7901,39,169,05/04/2023,2,Warren Grace,5099,20,9,8,1,,3000,8,3,2,1,,,4600,0,4500,100
1700,7901,39,169,05/04/2023,3,Marie Claude  Dussault,5100,11,3,2,1,,800,11,3,3,0,,,5600,1,2601,8201
1701,7903,39,170,05/05/2023,1,Hannah Wilson,5097,28,11,10,1,,5800,17,11,11,2,3000,-2500,13900,1,5701,19601
1701,7903,39,170,05/05/2023,2,Ashwin Phadnis,5102,23,13,9,5,-1000,2600,17,5,5,0,,,9800,1,9798,19598
1701,7903,39,170,05/05/2023,3,Brian Alzua,5103,19,10,7,3,,2200,14,7,7,0,,,7400,0,7398,2
1702,7909,39,171,05/08/2023,1,Hannah Wilson,5097,22,12,12,0,,7200,22,10,10,1,4000,,21200,1,13000,34200
1702,7909,39,171,05/08/2023,2,Sami Casanova,5105,18,5,6,0,1000,3600,19,4,3,1,,,4000,0,3998,2
1702,7909,39,171,05/08/2023,3,Juveria Zaheer,5106,21,11,8,3,,2800,23,13,12,2,,7000,17000,0,17000,0
1705,7914,39,172,05/09/2023,1,Hannah Wilson,5097,27,17,17,1,4800,13200,18,14,12,2,,,26000,0,3000,23000
1705,7914,39,172,05/09/2023,2,Raquel Matta,5114,19,5,5,0,,3200,19,9,10,1,5600,-4000,14400,1,8000,22400
1705,7914,39,172,05/09/2023,3,Joe Forti,5115,15,7,6,1,,2200,8,5,4,1,,,5800,1,5798,11598
1708,7918,39,173,05/10/2023,1,Hannah Wilson,5097,24,14,14,0,,9400,25,18,15,4,,4000,23000,0,7000,16000
1708,7918,39,173,05/10/2023,2,Brad Davis,5123,21,9,7,3,1000,1800,18,6,6,1,2600,,6400,0,6399,1
1708,7918,39,173,05/10/2023,3,Hope Silberstein,5124,22,9,6,3,,800,15,5,2,3,,,-800,,,-800
1710,7922,39,174,05/11/2023,1,Hannah Wilson,5097,19,13,12,2,3000,8600,20,14,14,0,,,23000,1,3000,26000
1710,7922,39,174,05/11/2023,2,Jon Carnegie,5129,16,5,4,1,,1400,17,5,5,1,1400,,5200,1,623,5823
1710,7922,39,174,05/11/2023,3,Kat Waller,5130,21,11,10,1,,5000,16,4,5,0,,3000,12800,1,12795,25595
1711,7924,39,175,05/12/2023,1,Hannah Wilson,5097,21,19,18,2,-1000,9200,17,13,15,0,2000,3000,29000,1,11000,40000
1711,7924,39,175,05/12/2023,2,Skyler Gailing,5132,14,3,3,0,,2000,11,5,3,2,,,0,,,0
1711,7924,39,175,05/12/2023,3,Victoria Ford,5133,9,4,1,3,,-1200,11,2,2,0,,,800,0,799,1
1715,7930,39,176,05/15/2023,1,Hannah Wilson,5097,17,10,9,1,,4000,16,3,3,0,,,6800,1,6799,13599
1715,7930,39,176,05/15/2023,2,Ben Chan,5052,22,16,15,2,3000,11800,18,17,19,0,7000,3000,41000,1,19000,60000
1715,7930,39,176,05/15/2023,3,Wendy Swanson,5145,11,4,3,1,,1200,10,3,3,0,,,4400,1,4200,8600
1718,7935,39,177,05/16/2023,1,Ben Chan,5052,20,13,13,1,6400,13200,17,11,11,1,,2000,26400,1,1599,27999
1718,7935,39,177,05/16/2023,2,Tom Winiarski,5153,23,11,11,0,,6600,15,6,5,2,-5000,,5200,0,5000,200
1718,7935,39,177,05/16/2023,3,Lydia-Claire Kerrigan,5154,18,7,6,1,,3200,16,8,8,0,,,11200,0,8800,2400
1719,7940,39,178,05/17/2023,1,Ben Chan,5052,26,17,17,1,-1000,8400,21,14,14,2,5000,5,24205,1,795,25000
1719,7940,39,178,05/17/2023,2,Brittani Seagren,5156,22,5,5,0,,3200,9,5,2,3,,,400,1,399,799
1719,7940,39,178,05/17/2023,3,David Lu,5157,25,7,5,2,,2000,17,10,4,6,,,1200,0,200,1000
1721,7947,39,179,05/18/2023,1,Ben Chan,5052,23,16,16,1,-1800,7800,21,16,18,0,4000,800,31000,1,0,31000
1721,7947,39,179,05/18/2023,2,John Groves,5162,15,5,5,0,,1600,16,5,4,1,,,4400,1,201,4601
1721,7947,39,179,05/18/2023,3,Kristen Beck,5163,12,4,3,1,,1000,14,4,4,0,,,4600,0,199,4401
1722,7954,39,180,05/19/2023,1,Ben Chan,5052,21,14,14,1,4000,10400,24,17,15,4,-4000,-6000,12400,1,2400,14800
1722,7954,39,180,05/19/2023,2,Erica Johnson,5165,14,6,6,0,,3600,12,5,3,2,,,4800,1,4800,9600
1722,7954,39,180,05/19/2023,3,Chris Hammer,5166,22,7,5,2,,1400,12,5,4,1,,,3400,1,3299,6699
1724,7970,39,181,05/22/2023,1,Ben Chan,5052,27,16,15,2,2800,8400,16,9,10,0,,2000,20800,1,4000,24800
1724,7970,39,181,05/22/2023,2,Joe Lasser,5171,18,10,7,3,,1400,12,9,7,3,2200,,7600,1,399,7999
1724,7970,39,181,05/22/2023,3,Nancy Duran,5172,17,4,2,2,,-400,14,5,4,1,,,3600,0,3500,100
1725,7977,39,182,05/23/2023,1,Ben Chan,5052,28,17,16,2,-4200,7200,17,11,11,1,,-3000,17400,0,12201,5199
1725,7977,39,182,05/23/2023,2,Danny Leserman,5174,15,8,6,2,,1600,11,4,3,1,,,2400,0,1400,1000
1725,7977,39,182,05/23/2023,3,Lynn Di Vito,5175,19,6,5,1,,1000,15,8,9,0,3000,,14800,0,3000,11800
1726,7981,39,183,05/24/2023,1,Lynn Di Vito,5175,15,11,10,2,-1200,3200,8,6,6,1,-2000,,6400,0,5000,1400
1726,7981,39,183,05/24/2023,2,Ed Petersen,5177,17,8,5,3,,0,12,10,9,2,,-1600,10400,0,2401,7999
1726,7981,39,183,05/24/2023,3,Joyce Sun,5178,18,8,8,0,,5600,12,6,5,1,,,10800,0,10500,300
1729,7983,39,184,05/25/2023,1,Ed Petersen,5177,24,20,14,6,,5600,22,11,10,1,,,12400,1,2401,14801
1729,7983,39,184,05/25/2023,2,Jesse Chin,5186,16,6,6,1,-1000,2800,18,7,7,1,,4000,14800,1,10001,24801
1729,7983,39,184,05/25/2023,3,Megan Braught,5187,14,7,6,1,,3000,20,10,8,3,-2000,,6200,1,1200,7400
1730,7985,39,185,05/26/2023,1,Jesse Chin,5186,21,11,9,2,,5400,13,4,5,1,4000,-4000,8600,0,8600,0
1730,7985,39,185,05/26/2023,2,Diandra D'Alessio,5189,21,11,10,1,,4600,20,7,6,1,,,7800,0,4501,3299
1730,7985,39,185,05/26/2023,3,Alice Ciciora,5190,16,8,6,3,-1500,-300,16,12,10,2,,,8900,0,8301,599
1731,8001,39,186,05/29/2023,1,Diandra D'Alessio,5189,18,4,4,0,,2800,14,7,6,1,,,8800,1,3601,12401
1731,8001,39,186,05/29/2023,2,Travis Lee,5192,22,14,11,4,-1400,2800,17,11,8,4,,6000,12400,0,5201,7199
1731,8001,39,186,05/29/2023,3,Niranjan Murali,5193,17,12,11,1,,4200,14,7,5,3,3800,,8000,1,800,8800
1735,8005,39,187,05/30/2023,1,Diandra D'Alessio,5189,23,5,5,1,400,2000,20,7,6,1,,,7200,0,7199,1
1735,8005,39,187,05/30/2023,2,Ilhana Redzovic,5204,20,14,13,1,,6800,15,10,10,1,,5000,21000,0,600,20400
1735,8005,39,187,05/30/2023,3,Nathan Dennis,5205,14,11,9,2,,2600,19,11,10,2,1356,,10756,0,3745,7011
1736,8009,39,188,05/31/2023,1,Ilhana Redzovic,5204,15,8,7,2,-2200,1800,18,7,7,1,,3000,10400,0,0,10400
1736,8009,39,188,05/31/2023,2,Kyle Marshall,5207,16,10,7,3,,2200,17,11,9,3,2000,,10200,0,9800,400
1736,8009,39,188,05/31/2023,3,Lisa Gargiulo,5208,16,11,7,4,,-600,9,5,5,0,,,4600,0,4599,1
1737,8016,39,189,06/01/2023,1,Ilhana Redzovic,5204,21,13,12,1,,7400,11,3,0,3,,,4600,1,4600,9200
1737,8016,39,189,06/01/2023,2,Jared Watson,5210,20,5,4,2,-1000,-200,18,12,12,2,-3000,2000,11600,1,2400,14000
1737,8016,39,189,06/01/2023,3,Eva Thomas,5211,24,12,12,0,,7000,19,12,10,2,,,16200,0,5599,10601
1738,8018,39,190,06/02/2023,1,Jared Watson,5210,23,17,16,2,-3000,4200,19,15,15,1,,2000,20600,1,4001,24601
1738,8018,39,190,06/02/2023,2,Jong Limb,5213,11,6,4,2,,2400,12,5,2,3,,,2400,0,2000,400
1738,8018,39,190,06/02/2023,3,Sylvia Izzo Hunter,5214,12,4,4,0,,2400,17,9,9,1,1500,,12300,0,8301,3999
1739,8029,39,191,06/05/2023,1,Jared Watson,5210,18,13,12,2,1000,5000,20,11,12,1,3000,2000,19600,0,1999,17601
1739,8029,39,191,06/05/2023,2,Harrison Seidel,5216,15,7,5,2,,2000,16,11,9,2,,,8800,1,3900,12700
1739,8029,39,191,06/05/2023,3,Annabelle Winter,5217,19,10,7,3,,1600,13,6,4,2,,,2400,1,2395,4795
1740,8034,39,192,06/06/2023,1,Jared Watson,5210,19,14,14,1,-4000,3800,18,16,14,3,-3000,,12800,0,2401,10399
1740,8034,39,192,06/06/2023,2,Suresh Krishnan,5219,25,10,8,2,,3000,17,7,6,2,,2600,7600,1,3000,10600
1740,8034,39,192,06/06/2023,3,Deborah Claymon,5220,14,5,3,2,,1400,15,5,2,3,,,600,1,599,1199
1741,8041,39,193,06/07/2023,1,Suresh Krishnan,5219,15,9,9,0,,5800,6,2,2,0,,,7000,1,3499,10499
1741,8041,39,193,06/07/2023,2,Kristine Rembach,5222,13,5,5,1,-1600,800,6,4,5,0,,2500,8500,0,5501,2999
1741,8041,39,193,06/07/2023,3,Collette Lee,5223,14,11,8,3,,3600,10,5,4,2,-2500,,3500,1,3499,6999
1742,8046,39,194,06/08/2023,1,Suresh Krishnan,5219,10,4,4,1,1000,2400,14,10,9,2,,5600,12800,1,4300,17100
1742,8046,39,194,06/08/2023,2,David Ford,5225,14,6,4,2,,1200,13,6,6,1,-1600,,4400,0,4200,200
1742,8046,39,194,06/08/2023,3,Allison Strekal,5226,18,14,13,1,,7000,17,11,9,2,,,17000,0,8601,8399
1743,8053,39,195,06/09/2023,1,Suresh Krishnan,5219,19,13,11,2,,4800,13,12,11,2,,-1000,15800,0,0,15800
1743,8053,39,195,06/09/2023,2,Vickie Cyr,5228,16,6,4,2,,600,12,6,5,1,,,3800,1,3795,7595
1743,8053,39,195,06/09/2023,3,Tim Hagood,5229,19,12,7,6,-1000,1200,13,8,7,2,-2000,,7200,0,506,6694
1744,8082,39,196,06/12/2023,1,Suresh Krishnan,5219,22,11,10,2,-5,5395,16,8,9,0,2000,,14195,1,14000,28195
1744,8082,39,196,06/12/2023,2,Michael Vallely,5231,19,13,11,2,,5600,17,11,12,0,,8400,26400,0,2000,24400
1744,8082,39,196,06/12/2023,3,Marilyn Singer,5232,19,9,5,4,,0,15,5,4,1,,,4400,0,1000,3400
1745,8092,39,197,06/13/2023,1,Suresh Krishnan,5219,14,9,9,0,,5000,18,13,11,2,,,11800,1,2601,14401
1745,8092,39,197,06/13/2023,2,Joe Seibert,5234,13,8,7,2,1600,3200,17,11,9,3,-2000,,7200,0,6000,1200
1745,8092,39,197,06/13/2023,3,Laura Blyler Scanland,5235,12,6,3,3,,200,7,2,2,1,,-2000,600,1,599,1199
1746,8096,39,198,06/14/2023,1,Suresh Krishnan,5219,15,6,5,1,,2000,10,10,7,3,,,5200,0,0,5200
1746,8096,39,198,06/14/2023,2,Holly Hassel,5237,13,9,9,1,1600,5200,5,5,5,0,,,12000,0,1500,10500
1746,8096,39,198,06/14/2023,3,Neilay Amin,5238,10,8,5,3,,800,13,13,13,2,4800,-4000,12400,0,11601,799
1747,8099,39,199,06/15/2023,1,Holly Hassel,5237,14,8,6,2,,3600,15,10,7,3,,,8000,1,8000,16000
1747,8099,39,199,06/15/2023,2,Suzanne Goldlust,5240,13,11,11,1,1000,5600,16,9,10,1,1500,1000,17700,1,1000,18700
1747,8099,39,199,06/15/2023,3,Kiran MacCormick,5241,16,8,7,1,,2800,17,11,8,3,,,5600,0,800,4800
1748,8107,39,200,06/16/2023,1,Suzanne Goldlust,5240,17,9,8,2,-1600,1400,8,4,3,1,,,3000,0,0,3000
1748,8107,39,200,06/16/2023,2,Ben Goldstein,5243,17,12,10,2,,3800,16,12,11,2,-4000,,8600,0,2402,6198
1748,8107,39,200,06/16/2023,3,Erica Rapheal,5244,15,8,5,3,,2000,11,6,7,0,,2600,11000,0,6201,4799
1749,8134,39,201,06/19/2023,1,Ben Goldstein,5243,16,11,11,1,-800,4000,12,9,7,2,,,10000,0,1000,9000
1749,8134,39,201,06/19/2023,2,Mary Kate Gliedt,5246,15,4,3,1,,400,15,9,6,5,-1000,-500,100,0,100,0
1749,8134,39,201,06/19/2023,3,Jonathan Belford,5247,21,12,8,4,,2200,12,7,3,4,,,-600,,,-600
1750,8146,39,202,06/20/2023,1,Ben Goldstein,5243,14,12,11,1,,5600,17,10,6,4,,,6800,0,705,6095
1750,8146,39,202,06/20/2023,2,Tym Blanchard,5249,9,3,1,2,,-1000,17,10,6,5,-2000,,-3800,,,-3800
1750,8146,39,202,06/20/2023,3,Janie Sullivan,5250,19,11,10,2,-1500,3500,17,9,8,2,,-2000,7500,0,7000,500
1751,8161,39,203,06/21/2023,1,Ben Goldstein,5243,17,11,12,0,1000,7400,13,9,9,1,,-1400,15200,1,800,16000
1751,8161,39,203,06/21/2023,2,Nabeela Rahman,5252,20,12,9,3,,3400,19,11,7,4,,,6200,1,6000,12200
1751,8161,39,203,06/21/2023,3,Lee Papa,5253,16,5,4,1,,1600,9,4,4,1,-1000,,4600,0,1401,3199
1752,8167,39,204,06/22/2023,1,Ben Goldstein,5243,17,11,11,0,,8000,13,10,9,1,,,15200,0,3195,12005
1752,8167,39,204,06/22/2023,2,Dan Meuse,5255,23,14,15,0,1000,6800,14,7,6,1,,,12000,0,0,12000
1752,8167,39,204,06/22/2023,3,Andrea Rednick Granados,5256,22,4,4,0,,3200,20,7,6,3,-3000,-2500,4500,1,3001,7501
1753,8169,39,205,06/23/2023,1,Ben Goldstein,5243,19,11,10,1,,5000,16,9,10,0,1600,,16200,0,11500,4700
1753,8169,39,205,06/23/2023,2,Donna Matturri,5258,17,5,5,0,,2600,17,9,9,0,,,11400,1,6000,17400
1753,8169,39,205,06/23/2023,3,Ron Nurwisah,5259,18,10,9,2,-2800,2400,19,6,7,0,,3000,13800,0,13800,0
1759,8181,39,206,06/26/2023,1,Donna Matturri,5258,20,10,8,2,,3800,22,14,13,2,,-1000,18800,1,4000,22800
1759,8181,39,206,06/26/2023,2,Ryan Clary,5276,16,8,7,1,,2800,15,6,7,0,2000,,11600,1,10222,21822
1759,8181,39,206,06/26/2023,3,Caroline Gulick,5277,23,12,12,1,1600,6200,15,5,4,1,,,7400,0,7400,0
1760,8186,39,207,06/27/2023,1,Donna Matturri,5258,21,10,9,2,1000,5200,15,11,7,4,,,8400,0,6000,2400
1760,8186,39,207,06/27/2023,2,Erin Gold,5279,19,12,11,1,,6000,17,8,6,3,,-2000,7600,0,2000,5600
1760,8186,39,207,06/27/2023,3,Chris Ban,5280,14,8,5,3,,-600,16,7,8,0,1800,,8000,1,5000,13000
1761,8196,39,208,06/28/2023,1,Chris Ban,5280,14,4,4,1,-1400,1200,9,5,5,0,,,4800,1,3750,8550
1761,8196,39,208,06/28/2023,2,Vic Goel,5282,14,7,4,3,,600,6,5,5,0,,,4200,1,4000,8200
1761,8196,39,208,06/28/2023,3,Bryan White,5283,21,18,15,3,,6600,14,10,11,1,3000,-2000,18400,1,1730,20130
1762,8202,39,209,06/29/2023,1,Bryan White,5283,13,10,9,1,,4600,15,13,11,2,,,14200,0,2323,11877
1762,8202,39,209,06/29/2023,2,Alicia Korenman,5285,16,6,6,0,,3000,5,2,2,1,-1000,,5200,0,1500,3700
1762,8202,39,209,06/29/2023,3,Tenysa Santiago,5286,23,10,9,2,-1000,4000,16,7,4,4,,-2000,1600,0,400,1200
1763,8206,39,210,06/30/2023,1,Bryan White,5283,20,15,13,3,-3200,2200,12,9,9,1,,1100,9300,0,1600,7700
1763,8206,39,210,06/30/2023,2,Courtney Johnston,5288,11,5,3,2,,1200,8,5,4,1,,,4000,0,3810,190
1763,8206,39,210,06/30/2023,3,Ilena Di Toro,5289,12,4,2,2,,0,16,9,8,2,1000,,5400,1,4100,9500
1765,8222,39,211,07/03/2023,1,Ilena Di Toro,5289,21,8,6,2,,2800,13,5,3,2,,,3200,0,1800,1400
1765,8222,39,211,07/03/2023,2,Elliott Kim,5290,24,17,18,0,5000,15200,15,10,10,2,5000,-1400,27200,0,2800,24400
1765,8222,39,211,07/03/2023,3,Sarah Daily,5295,16,6,4,2,,-400,15,8,6,2,,,4000,0,4000,0
1766,8233,39,212,07/04/2023,1,Elliott Kim,5290,15,9,7,3,-1500,300,9,5,4,1,,,1100,0,806,294
1766,8233,39,212,07/04/2023,2,Kate Campolieta,5291,14,11,10,1,,6000,13,10,7,3,,,11600,0,87,11513
1766,8233,39,212,07/04/2023,3,Chuck Beem,5292,12,7,5,2,,600,14,10,8,4,-1500,-500,1400,0,1399,1
1767,8246,39,213,07/05/2023,1,Kate Campolieta,5291,16,12,9,4,-201,1799,10,6,7,0,,1101,6900,0,6900,0
1767,8246,39,213,07/05/2023,2,Aubrey Gilleran,5300,15,8,5,3,,200,11,8,8,1,-1400,,11200,0,2601,8599
1767,8246,39,213,07/05/2023,3,Anji Nyquist,5301,16,7,6,1,,2000,13,6,5,1,,,4800,1,4000,8800
1768,8255,39,214,07/06/2023,1,Anji Nyquist,5301,14,4,4,0,,2600,13,4,4,0,,,7000,0,7000,0
1768,8255,39,214,07/06/2023,2,Alex Gordon,5303,21,15,12,3,,5400,20,13,13,2,2500,5000,22900,1,2100,25000
1768,8255,39,214,07/06/2023,3,Carol Oppenheim,5304,18,7,6,2,-2600,200,21,13,9,4,,,7800,1,6201,14001
1769,8266,39,215,07/07/2023,1,Alex Gordon,5303,26,15,13,2,,6600,19,13,12,2,2500,,16300,1,200,16500
1769,8266,39,215,07/07/2023,2,Tom Zulewski,5306,21,9,7,3,-1000,800,16,3,2,1,,,2400,0,2300,100
1769,8266,39,215,07/07/2023,3,Raquel Stewart,5307,17,10,8,2,,3800,16,11,10,2,,-4000,7800,1,5000,12800
1770,8285,39,216,07/10/2023,1,Alex Gordon,5303,21,17,16,1,,8200,18,10,9,2,,-12000,3000,1,2500,5500
1770,8285,39,216,07/10/2023,2,Dileri Johnston,5309,19,5,4,1,,1600,20,11,9,2,,,10400,0,10000,400
1770,8285,39,216,07/10/2023,3,James Tyler,5310,16,6,6,1,1000,3200,15,6,7,0,3000,,14200,0,6000,8200
1771,8291,39,217,07/11/2023,1,James Tyler,5310,19,10,9,1,,4200,13,9,9,0,,,15000,0,4000,11000
1771,8291,39,217,07/11/2023,2,Justin White,5312,20,10,8,2,,3000,14,11,10,3,-2800,2200,9200,1,5501,14701
1771,8291,39,217,07/11/2023,3,Erin Sheedy,5313,16,9,10,0,1000,5400,11,4,3,1,,,7000,0,0,7000
1772,8302,39,218,07/12/2023,1,Justin White,5312,15,10,9,1,,3400,11,7,5,3,1800,,4800,1,4514,9314
1772,8302,39,218,07/12/2023,2,Ittai Sopher,5315,15,6,7,0,1000,5800,12,5,4,2,,-2000,6600,1,5801,12401
1772,8302,39,218,07/12/2023,3,Mia McGill,5316,16,10,9,1,,4200,9,6,5,1,,,6200,1,6000,12200
1773,8307,39,219,07/13/2023,1,Ittai Sopher,5315,17,11,8,3,,4000,17,12,11,3,-2000,3100,13500,1,301,13801
1773,8307,39,219,07/13/2023,2,Kathy Barkey,5318,25,9,7,2,,5000,14,4,3,1,,,6600,1,3300,9900
1773,8307,39,219,07/13/2023,3,Dennis Leung,5319,19,11,12,0,3200,9400,11,4,4,0,,,13800,0,13201,599
1774,8310,39,220,07/14/2023,1,Ittai Sopher,5315,19,6,5,1,,1200,13,6,5,1,,,6000,1,5000,11000
1774,8310,39,220,07/14/2023,2,Daniel Moore,5321,23,17,17,1,1000,9200,19,12,13,1,5000,6000,29000,0,4000,25000
1774,8310,39,220,07/14/2023,3,Allison Madson,5322,21,6,5,1,,3000,19,9,8,1,,,12200,1,183,12383
1775,8318,39,221,07/17/2023,1,Daniel Moore,5321,26,14,12,3,-1200,4600,23,14,9,5,,,9800,1,5000,14800
1775,8318,39,221,07/17/2023,2,Jerry Powers,5324,19,8,5,3,,1600,14,9,9,1,-1000,,7400,1,2401,9801
1775,8318,39,221,07/17/2023,3,Leann Craumer,5325,14,9,7,2,,2000,10,5,5,1,,-2200,4200,0,602,3598
1776,8320,39,222,07/18/2023,1,Daniel Moore,5321,19,11,9,2,,4600,16,11,10,1,,,14200,1,14200,28400
1776,8320,39,222,07/18/2023,2,David Bederman,5327,18,11,12,0,2000,8600,13,9,9,0,,,17800,1,10601,28401
1776,8320,39,222,07/18/2023,3,Chelsea Watt,5328,17,9,8,1,,3800,13,5,5,2,-2000,-2000,5800,1,5000,10800
1777,8322,39,223,07/19/2023,1,David Bederman,5327,20,12,12,1,-1000,6600,14,5,5,1,,4000,15000,1,9401,24401
1777,8322,39,223,07/19/2023,2,Sean Weatherston,5330,18,10,8,2,,2200,11,4,4,0,,,7000,1,3000,10000
1777,8322,39,223,07/19/2023,3,Liz Cotrufello,5331,18,6,4,2,,200,16,14,14,1,1600,,12200,0,2801,9399
1778,8324,39,224,07/20/2023,1,David Bederman,5327,17,12,10,2,,4000,17,11,11,2,2000,2000,14800,0,5601,9199
1778,8324,39,224,07/20/2023,2,Nik Berry,5333,16,6,4,2,,1400,16,7,7,0,,,10200,0,599,9601
1778,8324,39,224,07/20/2023,3,Toula Ballas,5334,18,9,7,3,-1800,2000,14,7,5,2,,,4800,1,4790,9590
1779,8326,39,225,07/21/2023,1,Nik Berry,5333,15,5,5,0,,3000,11,5,4,2,-5000,,1200,0,17,1183
1779,8326,39,225,07/21/2023,2,Ben Sasamoto,5336,14,9,8,2,1000,3800,16,9,8,1,,,9400,0,3000,6400
1779,8326,39,225,07/21/2023,3,Taylor Clagett,5337,15,8,7,1,,3800,14,11,7,5,,-1200,5400,1,5400,10800
1780,8330,39,226,07/24/2023,1,Taylor Clagett,5337,23,15,14,2,2300,7300,17,13,11,4,-100,-100,17500,1,3500,21000
1780,8330,39,226,07/24/2023,2,Simona Fine,5339,20,5,5,0,,3200,11,5,3,2,,,4000,0,2500,1500
1780,8330,39,226,07/24/2023,3,Ian Foutz,5340,16,10,7,3,,2400,10,6,5,1,,,6800,0,1300,5500
1783,8332,39,227,07/25/2023,1,Taylor Clagett,5337,15,10,10,1,1800,6200,15,4,4,1,,2300,9700,0,8722,978
1783,8332,39,227,07/25/2023,2,Andrew Knowles,5348,19,11,8,3,,4400,17,14,9,5,,,6400,1,301,6701
1783,8332,39,227,07/25/2023,3,Julie Sisson,5341,19,6,5,1,,3000,14,9,9,1,-4000,,8200,1,3010,11210
1781,8336,39,228,07/26/2023,1,Julie Sisson,5341,14,5,5,0,,2800,8,5,3,2,,,3200,1,390,3590
1781,8336,39,228,07/26/2023,2,Lucas Partridge,5342,21,11,10,1,,5000,17,12,12,1,,-100,20100,1,0,20100
1781,8336,39,228,07/26/2023,3,Alex Muhler,5343,20,11,12,0,1000,7600,20,11,8,4,-4000,,6000,1,100,6100
1782,8340,39,229,07/27/2023,1,Lucas Partridge,5342,17,11,10,2,2000,5200,15,12,11,1,,,13600,1,8500,22100
1782,8340,39,229,07/27/2023,2,Alicia Schaffer,5345,18,11,8,3,,2400,15,7,8,1,-2000,1800,11000,1,6999,17999
1782,8340,39,229,07/27/2023,3,Zach Razavi,5346,6,2,2,0,,1200,10,2,1,1,,,2000,1,1986,3986
1784,8342,39,230,07/28/2023,1,Lucas Partridge,5342,21,13,13,1,-2400,5200,15,11,9,2,,,12000,1,12000,24000
1784,8342,39,230,07/28/2023,2,Sharon Bishop,5351,18,10,8,2,,5000,12,10,11,1,2000,-2000,17000,0,7001,9999
1784,8342,39,230,07/28/2023,3,Monika Chavez,5352,13,5,4,1,,1200,12,3,1,2,,,1200,0,1200,0
1785,8580,40,1,09/11/2023,1,Jill Tucker,267,21,10,8,3,-1600,3400,16,7,8,0,,4000,16200,1,16200,32400
1785,8580,40,1,09/11/2023,2,Gabriel Ostler,164,18,6,5,1,,2200,15,10,8,3,-2600,,4800,0,4800,0
1785,8580,40,1,09/11/2023,3,Derek Allen,542,17,10,10,0,,6200,12,8,6,2,,,8600,1,7601,16201
1786,8581,40,2,09/12/2023,1,Cody Lawrence,186,14,6,7,0,2400,6800,17,5,5,0,,,10800,1,10800,21600
1786,8581,40,2,09/12/2023,2,David Maybury,318,21,9,9,0,,4200,24,12,13,1,4200,4000,24800,1,12663,37463
1786,8581,40,2,09/12/2023,3,Susan Schulman,492,19,12,12,0,,7000,20,10,9,1,,,18200,1,7401,25601
1787,8582,40,3,09/13/2023,1,Hari Parameswaran,458,23,9,9,0,,5000,19,7,5,2,,,7800,1,7800,15600
1787,8582,40,3,09/13/2023,2,Donna Vorreyer,437,22,10,11,0,800,7000,20,10,9,3,-3000,-5000,8200,0,7401,799
1787,8582,40,3,09/13/2023,3,Matt Wierman,348,23,10,8,2,,3000,18,11,11,0,,,15000,0,1701,13299
1788,8584,40,4,09/14/2023,1,David Maybury,318,23,16,15,1,,9400,22,11,10,1,,,17000,0,10272,6728
1788,8584,40,4,09/14/2023,2,Jill Tucker,267,19,7,7,1,1000,2800,17,8,8,1,,4800,13600,1,6000,19600
1788,8584,40,4,09/14/2023,3,Hari Parameswaran,458,17,5,5,0,,2200,13,9,8,2,2200,,9600,0,8000,1600
1789,8585,40,5,09/15/2023,1,David Maybury,318,24,10,10,1,2000,6400,20,8,8,0,,,14800,1,14800,29600
1789,8585,40,5,09/15/2023,2,Jill Tucker,267,12,6,6,0,,3000,17,6,5,1,,,7800,0,0,7800
1789,8585,40,5,09/15/2023,3,Hari Parameswaran,458,19,12,12,0,,6800,19,13,14,1,-5000,3000,19200,1,16000,35200
1790,8586,40,6,09/18/2023,1,Elliott Goodman,473,23,11,8,3,,3200,23,9,8,1,,,8800,0,8800,0
1790,8586,40,6,09/18/2023,2,Deanna Bolio,144,21,8,7,1,,2400,25,12,12,0,,,19600,0,926,18674
1790,8586,40,6,09/18/2023,3,Matt Walks,371,23,11,10,2,-3000,2400,21,10,9,3,-3000,3000,8000,1,7999,15999
